order_id,customer_name,email,product_category,product_name,quantity,unit_price,discount_percent,total_amount,order_date,city,country,payment_method,order_status,rating
ORD00494,Diya Martinez,diya.martinez517@example.com,Books,Fiction Novel,6.0,235.09,25.0,1057.9,2023-01-30,Osaka,Japan,Credit Card,Processing,5.0
ORD00495,Li Reddy,li.reddy569@example.com,Beauty,Shampoo,7.0,225.76,5.0,1501.3,2023-05-26,Melbourne,Australia,,Shipped,4.0
ORD00496,Isabella Rossi,isabella.rossi2@example.com,Books,Children's Storybook,3.0,5.27,25.0,11.86,2023-10-07,Abu Dhabi,UAE,,Cancelled,3.0
ORD00497,Liam Silva,liam.silva166@example.com,Beauty,Perfume,5.0,49.41,0.0,247.05,2024-07-23,Calgary,Canada,Debit Card,Returned,4.0
ORD00498,Mateo Zhang,mateo.zhang771@example.com,Beauty,Sunscreen,6.0,174.11,15.0,887.96,2023-01-17,London,UK,Cash on Delivery,Cancelled,
ORD00499,Aarav Gupta,aarav.gupta917@example.com,Beauty,Sunscreen,9.0,45.17,0.0,406.53,2024-07-05,Pune,India,Net Banking,Delivered,4.0
ORD00500,Sofia Dubois,sofia.dubois182@example.com,Beauty,Face Serum,6.0,468.44,5.0,2670.11,2023-01-21,Montreal,Canada,Debit Card,Delivered,4.0
ORD00501,Mei Johnson,mei.johnson506@example.com,Home & Kitchen,Non-stick Pan,10.0,108.5,20.0,868.0,2023-04-24,Calgary,Canada,Debit Card,Returned,5.0
ORD00502,Li Dubois,li.dubois67@example.com,Sports,Dumbbell Set,3.0,133.51,5.0,380.5,2024-06-19,Vancouver,Canada,,Delivered,5.0
ORD00503,Ava Brown,ava.brown905@example.com,Books,Fiction Novel,1.0,427.66,20.0,342.13,2023-10-08,San Francisco,USA,Net Banking,Cancelled,1.0
ORD00504,Mateo Johnson,mateo.johnson941@example.com,Books,Children's Storybook,1.0,198.97,0.0,198.97,2023-08-20,Tokyo,Japan,Debit Card,Shipped,4.0
ORD00505,Aditya Reddy,,Books,Fiction Novel,6.0,421.05,25.0,1894.73,2023-09-02,Sydney,Australia,,Processing,3.0
ORD00506,Aditya Dubois,aditya.dubois783@example.com,Electronics,Earbuds,2.0,487.39,20.0,779.82,2023-11-17,Los Angeles,USA,Credit Card,Cancelled,
ORD00507,Ava Suzuki,ava.suzuki694@example.com,Electronics,Wireless Mouse,7.0,203.83,20.0,1141.45,2023-08-27,Sharjah,UAE,Cash on Delivery,Delivered,5.0
ORD00508,Mei Suzuki,mei.suzuki635@example.com,Electronics,Power Bank,1.0,229.77,5.0,218.28,2023-04-21,New York,USA,Cash on Delivery,Delivered,3.0
ORD00509,Mateo Muller,mateo.muller522@example.com,Home & Kitchen,Blender,10.0,225.09,0.0,2250.9,2023-03-03,Birmingham,UK,Cash on Delivery,Cancelled,4.0
ORD00510,Kavya Muller,kavya.muller795@example.com,Clothing,Denim Jeans,10.0,174.74,0.0,1747.4,2024-06-14,Sharjah,UAE,PayPal,Shipped,
ORD00511,David Rossi,david.rossi433@example.com,Home & Kitchen,Coffee Maker,4.0,393.71,25.0,1181.13,2024-04-23,Sharjah,UAE,UPI,Returned,4.0
ORD00512,Ava Williams,ava.williams167@example.com,Electronics,Earbuds,1.0,250.49,5.0,237.97,2023-08-24,Lyon,France,Debit Card,Cancelled,4.0
ORD00513,Mei Tanaka,mei.tanaka189@example.com,Electronics,Power Bank,,182.15,0.0,,2023-10-25,Lyon,France,PayPal,Returned,4.0
ORD00514,Vivaan Sharma,vivaan.sharma291@example.com,Clothing,Denim Jeans,3.0,173.21,0.0,519.63,2023-07-20,Delhi,India,,Processing,1.0
ORD00515,Sofia Singh,sofia.singh807@example.com,Electronics,Power Bank,5.0,230.82,15.0,980.98,2024-11-07,Leeds,UK,PayPal,Delivered,3.0
ORD00516,Mei Smith,mei.smith388@example.com,Beauty,Lipstick Set,7.0,488.61,0.0,3420.27,2024-09-22,Dubai,UAE,,Returned,3.0
ORD00517,James Johnson,james.johnson815@example.com,Home & Kitchen,Coffee Maker,10.0,443.49,0.0,4434.9,2024-04-26,Dubai,UAE,Debit Card,Returned,5.0
ORD00518,Mary Martinez,mary.martinez184@example.com,Home & Kitchen,LED Lamp,8.0,359.25,10.0,2586.6,2024-08-18,Tokyo,Japan,Debit Card,Shipped,5.0
ORD00519,Lucas Johnson,lucas.johnson314@example.com,Books,History Book,6.0,130.99,0.0,785.94,2023-10-30,Marseille,France,Debit Card,Returned,
ORD00520,David Dubois,david.dubois462@example.com,Books,History Book,8.0,161.93,0.0,1295.44,2024-03-28,Hamburg,Germany,PayPal,Delivered,2.0
ORD00521,Kavya Silva,kavya.silva660@example.com,Electronics,Webcam,2.0,63.7,5.0,121.03,2023-12-08,Hamburg,Germany,UPI,Processing,4.0
ORD00522,Ananya Dubois,ananya.dubois876@example.com,Beauty,Perfume,1.0,386.19,15.0,328.26,2024-02-18,Tokyo,Japan,Net Banking,Returned,3.0
ORD00523,Lucas Tanaka,lucas.tanaka741@example.com,Beauty,Shampoo,9.0,295.57,25.0,1995.1,2024-04-17,Sydney,Australia,UPI,Shipped,4.0
ORD00524,Ananya Garcia,ananya.garcia572@example.com,Electronics,Power Bank,3.0,156.26,25.0,351.58,2024-11-05,Brisbane,Australia,Debit Card,Cancelled,4.0
ORD00525,Haruto Rossi,haruto.rossi602@example.com,Electronics,Wireless Mouse,3.0,488.74,20.0,1172.98,2024-01-26,Frankfurt,Germany,Credit Card,Returned,5.0
ORD00526,Ishaan Zhang,ishaan.zhang463@example.com,Beauty,Lipstick Set,2.0,339.07,25.0,508.61,2023-01-28,Manchester,UK,Credit Card,Cancelled,3.0
ORD00527,Kavya Silva,kavya.silva59@example.com,Home & Kitchen,Storage Jars,,166.75,20.0,,2023-06-10,Los Angeles,USA,Cash on Delivery,Cancelled,2.0
ORD00528,John Smith,john.smith211@example.com,Home & Kitchen,Cutlery Set,8.0,83.6,10.0,601.92,2024-08-24,Frankfurt,Germany,UPI,Shipped,
ORD00529,Rohan Garcia,rohan.garcia409@example.com,Sports,Dumbbell Set,10.0,440.22,0.0,4402.2,2023-04-04,Calgary,Canada,UPI,Processing,3.0
ORD00530,Emma Johnson,emma.johnson633@example.com,Beauty,Sunscreen,3.0,350.77,0.0,1052.31,2023-09-03,Birmingham,UK,PayPal,Returned,2.0
ORD00531,Chen Smith,chen.smith422@example.com,Sports,Yoga Mat,2.0,378.92,15.0,644.16,2024-02-24,Lyon,France,UPI,Shipped,5.0
ORD00532,Aarav Kumar,aarav.kumar692@example.com,Beauty,Sunscreen,7.0,428.61,0.0,3000.27,2023-09-14,Los Angeles,USA,UPI,Cancelled,2.0
ORD00533,Aditya Rossi,aditya.rossi731@example.com,Books,Cookbook,5.0,421.57,0.0,2107.85,2024-09-13,Los Angeles,USA,UPI,Delivered,4.0
ORD00534,Priya Kumar,priya.kumar12@example.com,Beauty,Lipstick Set,6.0,93.08,5.0,530.56,2024-03-28,Pune,India,,Returned,2.0
ORD00535,John Williams,john.williams613@example.com,Electronics,Wireless Mouse,4.0,464.77,5.0,1766.13,2023-07-24,New York,USA,Net Banking,Delivered,4.0
ORD00536,Sofia Smith,sofia.smith65@example.com,Clothing,Cotton T-Shirt,3.0,363.39,,1090.17,2024-06-08,Chicago,USA,UPI,Returned,5.0
ORD00537,Ananya Rossi,ananya.rossi439@example.com,Electronics,Laptop Stand,6.0,165.07,,990.42,2024-10-31,Sydney,Australia,Net Banking,Shipped,2.0
ORD00538,Li Brown,li.brown378@example.com,Electronics,Bluetooth Speaker,7.0,154.26,0.0,1079.82,2024-07-03,Dubai,UAE,UPI,Delivered,4.0
ORD00539,Li Singh,li.singh651@example.com,Beauty,Lipstick Set,8.0,38.42,,307.36,2024-08-22,Nice,France,Cash on Delivery,Shipped,1.0
ORD00540,Diya Sharma,diya.sharma919@example.com,Electronics,Webcam,7.0,379.84,0.0,2658.88,2023-05-21,Perth,Australia,UPI,Shipped,3.0
ORD00541,Wei Patel,wei.patel743@example.com,Sports,Football,6.0,71.46,0.0,428.76,2024-06-17,Kyoto,Japan,,Delivered,4.0
ORD00542,James Johnson,james.johnson56@example.com,Beauty,Shampoo,4.0,305.99,15.0,1040.37,2023-07-07,Paris,France,Credit Card,Cancelled,3.0
ORD00543,Vivaan Singh,vivaan.singh129@example.com,Electronics,USB-C Cable,4.0,121.97,25.0,365.91,2023-11-15,Manchester,UK,Debit Card,Cancelled,3.0
ORD00544,Kavya Williams,kavya.williams991@example.com,Beauty,Shampoo,8.0,44.61,20.0,285.5,2024-01-22,Leeds,UK,Net Banking,Cancelled,4.0
ORD00545,Haruto Singh,haruto.singh813@example.com,Books,Fiction Novel,7.0,427.75,10.0,2694.83,2024-09-01,Sao Paulo,Brazil,Cash on Delivery,Shipped,5.0
ORD00546,Kavya Garcia,kavya.garcia576@example.com,Sports,Football,3.0,358.86,5.0,1022.75,2023-01-05,Hyderabad,India,PayPal,Processing,4.0
ORD00547,John Wang,john.wang316@example.com,Beauty,Perfume,1.0,496.27,0.0,496.27,2023-07-18,Kyoto,Japan,,Processing,5.0
ORD00548,Wei Wang,wei.wang667@example.com,Books,History Book,4.0,241.47,15.0,821.0,2024-10-08,Pune,India,PayPal,Shipped,5.0
ORD00549,Li Singh,li.singh617@example.com,Sports,Dumbbell Set,,386.63,20.0,,2024-02-12,Dubai,UAE,Cash on Delivery,Shipped,3.0
ORD00550,Sofia Suzuki,sofia.suzuki310@example.com,Sports,Cycling Helmet,7.0,295.11,0.0,2065.77,2023-04-22,Abu Dhabi,UAE,,Shipped,3.0
ORD00551,Isabella Tanaka,isabella.tanaka7@example.com,Clothing,Wool Sweater,,39.57,20.0,,2024-11-01,Calgary,Canada,Debit Card,Shipped,3.0
ORD00552,Ananya Martinez,ananya.martinez972@example.com,Electronics,Earbuds,4.0,96.89,0.0,387.56,2023-07-16,Calgary,Canada,Net Banking,Returned,3.0
ORD00553,Aditya Williams,aditya.williams128@example.com,Home & Kitchen,Non-stick Pan,10.0,121.22,0.0,1212.2,2023-01-10,Bengaluru,India,,Delivered,1.0
ORD00554,Ishaan Smith,ishaan.smith8@example.com,Books,Children's Storybook,5.0,466.4,15.0,1982.2,2024-09-10,Kyoto,Japan,UPI,Processing,3.0
ORD00555,Mary Tanaka,mary.tanaka59@example.com,Home & Kitchen,Blender,1.0,231.18,0.0,231.18,2023-01-27,Dubai,UAE,,Returned,3.0
ORD00556,Mary Garcia,mary.garcia675@example.com,Books,Children's Storybook,4.0,6.55,15.0,22.27,2023-01-18,Sydney,Australia,,Processing,3.0
ORD00557,Ava Martinez,ava.martinez628@example.com,Electronics,Power Bank,8.0,493.5,0.0,3948.0,2024-01-30,Vancouver,Canada,PayPal,Shipped,5.0
ORD00558,Mei Silva,,Books,Fiction Novel,9.0,493.67,25.0,3332.27,2023-04-29,Lyon,France,Debit Card,Shipped,2.0
ORD00559,Ishaan Suzuki,ishaan.suzuki30@example.com,Clothing,Running Shoes,5.0,114.09,25.0,427.84,2024-11-17,Los Angeles,USA,Cash on Delivery,Cancelled,4.0
ORD00560,Lucas Johnson,lucas.johnson785@example.com,Sports,Yoga Mat,7.0,455.53,20.0,2550.97,2024-10-31,Rio de Janeiro,Brazil,,Shipped,2.0
ORD00561,Kavya Kumar,kavya.kumar349@example.com,Beauty,Perfume,2.0,288.56,15.0,490.55,2024-01-25,Sharjah,UAE,Credit Card,Processing,5.0
ORD00562,Ananya Tanaka,ananya.tanaka328@example.com,Home & Kitchen,LED Lamp,3.0,262.28,5.0,747.5,2023-04-20,Tokyo,Japan,Cash on Delivery,Cancelled,4.0
ORD00563,Sofia Johnson,sofia.johnson467@example.com,Clothing,Rain Jacket,1.0,301.45,0.0,301.45,2023-10-08,Abu Dhabi,UAE,PayPal,Shipped,4.0
ORD00564,Vivaan Zhang,vivaan.zhang734@example.com,Clothing,Baseball Cap,4.0,351.7,0.0,1406.8,2024-05-14,Kyoto,Japan,,Shipped,5.0
ORD00565,John Zhang,john.zhang485@example.com,Home & Kitchen,Cutlery Set,9.0,364.74,5.0,3118.53,2024-07-15,Tokyo,Japan,Debit Card,Processing,5.0
ORD00566,Lucas Patel,lucas.patel727@example.com,Home & Kitchen,Cutlery Set,10.0,73.09,10.0,657.81,2023-05-29,Munich,Germany,,Shipped,1.0
ORD00567,Mary Muller,mary.muller805@example.com,Clothing,Wool Sweater,7.0,341.33,0.0,2389.31,2023-04-09,Perth,Australia,Debit Card,Delivered,5.0
ORD00568,Wei Zhang,wei.zhang994@example.com,Clothing,Baseball Cap,4.0,21.83,25.0,65.49,2023-11-06,Dubai,UAE,PayPal,Cancelled,2.0
ORD00569,Haruto Garcia,haruto.garcia666@example.com,Books,Self-Help Guide,8.0,186.82,0.0,1494.56,2023-05-05,Lyon,France,Credit Card,Returned,5.0
ORD00570,Olivia Brown,olivia.brown97@example.com,Sports,Dumbbell Set,7.0,152.69,15.0,908.51,2023-03-07,Sao Paulo,Brazil,Net Banking,Delivered,5.0
ORD00571,Mei Silva,mei.silva532@example.com,Sports,Cycling Helmet,2.0,377.99,0.0,755.98,2023-07-05,Sharjah,UAE,Debit Card,Delivered,4.0
ORD00572,Ishaan Patel,ishaan.patel212@example.com,Beauty,Shampoo,5.0,426.47,,2132.35,2023-05-08,Rio de Janeiro,Brazil,UPI,Returned,1.0
ORD00573,Diya Williams,diya.williams969@example.com,Sports,Cricket Bat,8.0,74.23,15.0,504.76,2024-06-19,Melbourne,Australia,PayPal,Delivered,1.0
ORD00574,Diya Patel,diya.patel307@example.com,Clothing,Denim Jeans,4.0,297.93,20.0,953.38,2023-03-18,Rio de Janeiro,Brazil,UPI,Cancelled,3.0
ORD00575,John Garcia,john.garcia261@example.com,Beauty,Sunscreen,3.0,270.27,10.0,729.73,2024-10-10,Hamburg,Germany,Cash on Delivery,Returned,4.0
ORD00576,Sofia Singh,sofia.singh807@example.com,Books,History Book,,303.79,0.0,,2024-06-28,San Francisco,USA,Net Banking,Delivered,2.0
ORD00577,Mary Zhang,mary.zhang150@example.com,Clothing,Running Shoes,,191.69,20.0,,2023-04-18,Los Angeles,USA,Cash on Delivery,Processing,5.0
ORD00578,Ishaan Silva,ishaan.silva586@example.com,Home & Kitchen,Storage Jars,2.0,448.8,20.0,718.08,2023-07-05,Perth,Australia,Net Banking,Returned,1.0
ORD00579,Li Silva,li.silva674@example.com,Clothing,Denim Jeans,5.0,31.17,15.0,132.47,2023-09-13,Abu Dhabi,UAE,PayPal,Cancelled,4.0
ORD00580,Mei Garcia,mei.garcia283@example.com,Books,Children's Storybook,4.0,156.07,10.0,561.85,2024-02-21,Sydney,Australia,PayPal,Delivered,3.0
ORD00581,Aditya Gupta,aditya.gupta87@example.com,Beauty,Lipstick Set,8.0,405.13,,3241.04,2024-03-10,Brasilia,Brazil,Debit Card,Cancelled,5.0
ORD00582,Chen Reddy,chen.reddy632@example.com,Clothing,Baseball Cap,,215.36,15.0,,2023-09-08,Brasilia,Brazil,Cash on Delivery,Delivered,3.0
ORD00583,Li Silva,li.silva180@example.com,Electronics,Power Bank,9.0,179.88,25.0,1214.19,2024-01-24,Birmingham,UK,Credit Card,Processing,3.0
ORD00584,Sofia Rossi,sofia.rossi879@example.com,Electronics,Webcam,5.0,136.05,,680.25,2024-10-08,Abu Dhabi,UAE,Debit Card,Processing,5.0
ORD00585,Sofia Patel,sofia.patel914@example.com,Sports,Football,1.0,309.69,15.0,263.24,2023-04-20,Bengaluru,India,PayPal,Shipped,1.0
ORD00586,Ishaan Suzuki,ishaan.suzuki87@example.com,Sports,Cycling Helmet,7.0,66.3,0.0,464.1,2024-11-03,Vancouver,Canada,Net Banking,Cancelled,4.0
ORD00587,Emma Gupta,emma.gupta276@example.com,Electronics,Earbuds,8.0,85.11,20.0,544.7,2023-01-06,Melbourne,Australia,Credit Card,Shipped,3.0
ORD00588,John Suzuki,john.suzuki923@example.com,Electronics,USB-C Cable,8.0,480.05,0.0,3840.4,2024-03-07,Nice,France,,Shipped,4.0
ORD00589,David Tanaka,david.tanaka981@example.com,Electronics,Wireless Mouse,6.0,252.5,5.0,1439.25,2023-02-23,Perth,Australia,Cash on Delivery,Delivered,4.0
ORD00590,Kavya Martinez,kavya.martinez440@example.com,Clothing,Rain Jacket,9.0,97.5,0.0,877.5,2023-09-27,Frankfurt,Germany,Debit Card,Cancelled,2.0
ORD00591,Chen Silva,chen.silva194@example.com,Sports,Dumbbell Set,3.0,203.64,5.0,580.37,2023-05-30,Tokyo,Japan,Cash on Delivery,Shipped,1.0
ORD00592,John Suzuki,john.suzuki717@example.com,Beauty,Shampoo,7.0,242.2,0.0,1695.4,2023-11-08,Chicago,USA,UPI,Processing,4.0
ORD00593,Diya Zhang,diya.zhang187@example.com,Electronics,Wireless Mouse,6.0,109.93,0.0,659.58,2024-03-17,Birmingham,UK,Net Banking,Processing,2.0
ORD00594,Ishaan Sharma,ishaan.sharma789@example.com,Clothing,Running Shoes,6.0,372.75,15.0,1901.02,2023-09-01,Vancouver,Canada,Cash on Delivery,Cancelled,2.0
ORD00595,Rohan Dubois,rohan.dubois601@example.com,Beauty,Shampoo,8.0,463.12,15.0,3149.22,2023-11-05,Lyon,France,Cash on Delivery,Shipped,
ORD00596,Ananya Suzuki,ananya.suzuki259@example.com,Sports,Cricket Bat,8.0,316.78,20.0,2027.39,2023-03-11,Nice,France,Cash on Delivery,Returned,3.0
ORD00597,Ava Brown,ava.brown133@example.com,Home & Kitchen,Non-stick Pan,1.0,398.22,20.0,318.58,2024-05-21,Brasilia,Brazil,Credit Card,Shipped,5.0
ORD00598,John Rossi,john.rossi411@example.com,Sports,Cricket Bat,1.0,84.2,0.0,84.2,2024-06-09,Marseille,France,UPI,Shipped,4.0
ORD00599,Sophia Reddy,sophia.reddy47@example.com,Sports,Dumbbell Set,3.0,471.31,0.0,1413.93,2023-10-04,Pune,India,Debit Card,Shipped,1.0
ORD00600,Wei Wang,wei.wang996@example.com,Home & Kitchen,Blender,9.0,135.7,10.0,1099.17,2023-11-29,Pune,India,,Delivered,3.0
ORD00601,Yuki Brown,yuki.brown995@example.com,Electronics,Bluetooth Speaker,7.0,473.1,5.0,3146.12,2024-03-28,Hamburg,Germany,UPI,Shipped,4.0
ORD00602,Rohan Garcia,rohan.garcia744@example.com,Books,Self-Help Guide,8.0,51.38,0.0,411.04,2023-06-30,Frankfurt,Germany,PayPal,Shipped,1.0
ORD00603,Kavya Gupta,kavya.gupta838@example.com,Books,Children's Storybook,3.0,40.66,20.0,97.58,2023-04-13,Sao Paulo,Brazil,PayPal,Delivered,4.0
ORD00604,John Sharma,john.sharma14@example.com,Beauty,Face Serum,2.0,137.49,0.0,274.98,2023-01-10,San Francisco,USA,PayPal,Processing,2.0
ORD00605,Ananya Singh,ananya.singh577@example.com,Books,Cookbook,8.0,81.48,10.0,586.66,2024-10-04,Sao Paulo,Brazil,Credit Card,Delivered,4.0
ORD00606,Ishaan Silva,ishaan.silva426@example.com,Clothing,Cotton T-Shirt,1.0,117.2,15.0,99.62,2024-11-02,Vancouver,Canada,PayPal,Cancelled,2.0
ORD00607,Olivia Gupta,olivia.gupta230@example.com,Electronics,Webcam,10.0,170.19,0.0,1701.9,2023-02-14,Dubai,UAE,Debit Card,Cancelled,5.0
ORD00608,Priya Suzuki,priya.suzuki684@example.com,Beauty,Lipstick Set,5.0,177.45,25.0,665.44,2024-11-08,Brisbane,Australia,,Delivered,3.0
ORD00609,Haruto Singh,haruto.singh400@example.com,Books,History Book,2.0,291.03,10.0,523.85,2023-05-29,Chicago,USA,Debit Card,Shipped,4.0
ORD00610,James Martinez,james.martinez711@example.com,Books,Children's Storybook,6.0,73.42,5.0,418.49,2024-01-28,Yokohama,Japan,Cash on Delivery,Returned,5.0
ORD00611,Sofia Johnson,sofia.johnson595@example.com,Beauty,Sunscreen,4.0,353.03,0.0,1412.12,2023-07-28,Bengaluru,India,Cash on Delivery,Cancelled,2.0
ORD00612,Vivaan Wang,vivaan.wang870@example.com,Clothing,Running Shoes,9.0,486.05,5.0,4155.73,2023-08-04,Berlin,Germany,PayPal,Shipped,3.0
ORD00613,John Sharma,john.sharma435@example.com,Home & Kitchen,Non-stick Pan,10.0,41.52,0.0,415.2,2023-01-31,Birmingham,UK,Debit Card,Delivered,1.0
ORD00614,Liam Suzuki,liam.suzuki187@example.com,Books,Cookbook,5.0,237.74,25.0,891.53,2024-10-22,Bengaluru,India,Credit Card,Shipped,1.0
ORD00615,Ava Gupta,ava.gupta12@example.com,Books,History Book,8.0,279.31,10.0,2011.03,2023-08-21,Osaka,Japan,UPI,Delivered,3.0
ORD00616,Yuki Smith,yuki.smith58@example.com,Clothing,Wool Sweater,9.0,304.52,25.0,2055.51,2024-05-03,Perth,Australia,,Cancelled,4.0
ORD00617,Wei Suzuki,wei.suzuki112@example.com,Electronics,Bluetooth Speaker,6.0,18.88,0.0,113.28,2023-03-08,Berlin,Germany,,Processing,3.0
ORD00618,Wei Patel,wei.patel88@example.com,Sports,Cycling Helmet,8.0,27.61,10.0,198.79,2023-01-09,Brisbane,Australia,Net Banking,Returned,4.0
ORD00619,Yuki Wang,yuki.wang720@example.com,Beauty,Face Serum,9.0,55.0,0.0,495.0,2023-01-25,Abu Dhabi,UAE,Net Banking,Returned,1.0
ORD00620,Kavya Gupta,kavya.gupta475@example.com,Electronics,Bluetooth Speaker,4.0,442.78,0.0,1771.12,2023-06-14,Brasilia,Brazil,PayPal,Returned,4.0
ORD00621,Michael Singh,michael.singh369@example.com,Sports,Football,7.0,123.36,0.0,863.52,2023-06-06,Sharjah,UAE,Net Banking,Delivered,3.0
ORD00622,Haruto Williams,haruto.williams993@example.com,Electronics,Earbuds,6.0,89.01,0.0,534.06,2023-10-14,Abu Dhabi,UAE,UPI,Delivered,5.0
ORD00623,Sara Martinez,sara.martinez782@example.com,Books,Cookbook,10.0,246.69,10.0,2220.21,2024-02-15,Osaka,Japan,Net Banking,Processing,5.0
ORD00624,James Wang,james.wang424@example.com,Sports,Football,1.0,312.2,5.0,296.59,2024-07-28,Delhi,India,,Delivered,3.0
ORD00625,Liam Tanaka,liam.tanaka229@example.com,Books,History Book,6.0,235.61,25.0,1060.25,2023-04-22,Los Angeles,USA,PayPal,Delivered,4.0
ORD00626,Haruto Suzuki,haruto.suzuki337@example.com,Electronics,Power Bank,10.0,245.72,25.0,1842.9,2023-04-28,Calgary,Canada,Credit Card,Returned,5.0
ORD00627,Rohan Smith,rohan.smith33@example.com,Sports,Football,6.0,395.83,5.0,2256.23,2023-02-25,Berlin,Germany,,Cancelled,3.0
ORD00628,Aditya Singh,aditya.singh415@example.com,Electronics,Webcam,8.0,436.29,10.0,3141.29,2023-07-08,Mumbai,India,Net Banking,Processing,4.0
ORD00629,Priya Smith,priya.smith430@example.com,Books,History Book,3.0,482.97,20.0,1159.13,2023-01-11,Brasilia,Brazil,Debit Card,Delivered,5.0
ORD00630,Ava Singh,ava.singh844@example.com,Beauty,Lipstick Set,,448.77,25.0,,2023-11-21,Houston,USA,UPI,Returned,5.0
ORD00631,Sofia Singh,sofia.singh655@example.com,Sports,Yoga Mat,4.0,212.99,0.0,851.96,2024-09-07,Osaka,Japan,UPI,Shipped,5.0
ORD00632,Aarav Wang,aarav.wang17@example.com,Home & Kitchen,Blender,2.0,351.16,25.0,526.74,2024-02-28,Kyoto,Japan,UPI,Returned,4.0
ORD00633,Ishaan Gupta,ishaan.gupta383@example.com,Clothing,Rain Jacket,9.0,220.76,20.0,1589.47,2024-10-11,Toronto,Canada,Credit Card,Delivered,1.0
ORD00634,Ava Suzuki,ava.suzuki768@example.com,Sports,Cycling Helmet,8.0,254.16,10.0,1829.95,2024-03-06,Munich,Germany,,Cancelled,2.0
ORD00635,Ananya Martinez,ananya.martinez360@example.com,Books,History Book,7.0,8.76,5.0,58.25,2024-06-03,Montreal,Canada,PayPal,Processing,4.0
ORD00636,Li Johnson,,Books,Fiction Novel,,80.92,15.0,,2023-12-10,Leeds,UK,Debit Card,Returned,3.0
ORD00637,Ava Tanaka,ava.tanaka821@example.com,Sports,Football,7.0,488.79,15.0,2908.3,2024-06-13,Leeds,UK,Debit Card,Delivered,3.0
ORD00638,David Reddy,david.reddy804@example.com,Books,Self-Help Guide,3.0,474.61,0.0,1423.83,2023-01-27,Tokyo,Japan,PayPal,Returned,5.0
ORD00639,Chen Rossi,chen.rossi81@example.com,Sports,Football,,368.41,15.0,,2023-07-11,Munich,Germany,UPI,Shipped,3.0
ORD00640,Yuki Tanaka,yuki.tanaka676@example.com,Electronics,Webcam,3.0,315.58,0.0,946.74,2023-04-24,Paris,France,Credit Card,Shipped,3.0
ORD00641,Aditya Kumar,aditya.kumar371@example.com,Clothing,Wool Sweater,1.0,209.8,0.0,209.8,2023-08-04,Yokohama,Japan,UPI,Cancelled,3.0
ORD00642,Kavya Sharma,kavya.sharma676@example.com,Sports,Cycling Helmet,2.0,488.08,25.0,732.12,2024-09-20,Sharjah,UAE,Credit Card,Shipped,4.0
ORD00643,Isabella Reddy,isabella.reddy31@example.com,Sports,Yoga Mat,3.0,112.07,5.0,319.4,2023-01-31,Melbourne,Australia,Debit Card,Delivered,3.0
ORD00644,Sara Brown,sara.brown977@example.com,Electronics,Power Bank,5.0,236.19,20.0,944.76,2024-06-08,Osaka,Japan,UPI,Shipped,4.0
ORD00645,John Reddy,john.reddy785@example.com,Sports,Cricket Bat,4.0,477.11,25.0,1431.33,2024-03-09,Sharjah,UAE,UPI,Processing,5.0
ORD00646,John Suzuki,john.suzuki362@example.com,Home & Kitchen,LED Lamp,8.0,87.79,,702.32,2024-06-07,Calgary,Canada,UPI,Returned,5.0
ORD00647,Mary Tanaka,,Clothing,Running Shoes,3.0,182.08,15.0,464.3,2024-01-16,Birmingham,UK,Credit Card,Delivered,1.0
ORD00648,Chen Zhang,chen.zhang582@example.com,Home & Kitchen,Coffee Maker,7.0,145.39,5.0,966.84,2023-04-16,Rio de Janeiro,Brazil,PayPal,Returned,2.0
ORD00649,Liam Suzuki,liam.suzuki446@example.com,Home & Kitchen,Blender,1.0,402.35,10.0,362.12,2024-03-07,New York,USA,Net Banking,Shipped,5.0
ORD00650,John Johnson,john.johnson292@example.com,Electronics,Wireless Mouse,5.0,69.87,0.0,349.35,2024-06-30,Sao Paulo,Brazil,UPI,Delivered,2.0
ORD00651,Sofia Suzuki,sofia.suzuki282@example.com,Home & Kitchen,Blender,9.0,388.43,0.0,3495.87,2024-02-07,Calgary,Canada,Net Banking,Delivered,5.0
ORD00652,Ishaan Sharma,ishaan.sharma846@example.com,Electronics,USB-C Cable,6.0,431.39,5.0,2458.92,2023-06-24,Los Angeles,USA,PayPal,Processing,5.0
ORD00653,Aarav Patel,aarav.patel804@example.com,Electronics,Bluetooth Speaker,5.0,42.15,20.0,168.6,2023-10-04,Manchester,UK,Cash on Delivery,Cancelled,4.0
ORD00654,Lucas Singh,lucas.singh910@example.com,Books,History Book,9.0,266.16,25.0,1796.58,2023-10-15,Perth,Australia,Debit Card,Delivered,4.0
ORD00655,Chen Kumar,chen.kumar856@example.com,Clothing,Baseball Cap,4.0,349.01,25.0,1047.03,2023-03-03,Berlin,Germany,PayPal,Shipped,4.0
ORD00656,Ananya Martinez,ananya.martinez214@example.com,Sports,Cycling Helmet,6.0,381.44,25.0,1716.48,2024-11-02,London,UK,Debit Card,Shipped,4.0
ORD00657,Michael Dubois,michael.dubois799@example.com,Books,Cookbook,7.0,86.28,0.0,603.96,2023-05-31,Paris,France,PayPal,Delivered,5.0
ORD00658,Priya Brown,,Beauty,Perfume,5.0,63.57,15.0,270.17,2024-03-17,Munich,Germany,Net Banking,Returned,4.0
